2023/08/09 15:59:26 Parsing output variable expressions...
2023/08/09 15:59:26 Loading emissions shapefile: /home/tfmrodge/scratch/GEMMACH_data/data/Inmap_outputs/Emissions/Emissions_shp/BASEGM_2015_E010_area_lcc2.shp.
2023/08/09 16:00:16 Loading emissions shapefile: /home/tfmrodge/scratch/GEMMACH_data/data/Inmap_outputs/Emissions/Emissions_shp/BASEGM_2015_E010_major_lcc2.shp.
2023/08/09 16:00:51 Loading CTM data...
2023/08/09 16:00:51 Reading input data...
2023/08/09 16:06:46 Loading population and mortality rate data...
2023/08/09 16:07:29 Initializing model...
2023/08/09 16:09:31 Emission totals:
2023/08/09 16:09:31 gOrg, 3.1062126478204414e+12 μg/s
2023/08/09 16:09:31 pOrg, 0 μg/s
2023/08/09 16:09:31 PM2_5, 1.5170002236809583e+12 μg/s
2023/08/09 16:09:31 gNH, 1.1940772250227711e+11 μg/s
2023/08/09 16:09:31 pNH, 0 μg/s
2023/08/09 16:09:31 gS, 3.7875012700753413e+12 μg/s
2023/08/09 16:09:31 pS, 0 μg/s
2023/08/09 16:09:31 gNO, 8.932906642561475e+11 μg/s
2023/08/09 16:09:31 pNO, 0 μg/s
2023/08/09 16:09:31 iteration 1     walltime= 0.034h  Δwalltime=1.2e+02s  timestep= 0s  day=2.32e-09
2023/08/09 16:09:32 iteration 63    walltime=0.0342h  Δwalltime=0.011s  timestep= 0s  day=1.46e-07
2023/08/09 16:09:34 iteration 252   walltime=0.0348h  Δwalltime=0.015s  timestep= 0s  day=5.86e-07
2023/08/09 16:09:36 iteration 520   walltime=0.0353h  Δwalltime=0.0063s  timestep= 0s  day=1.21e-06
2023/08/09 16:09:38 iteration 821   walltime=0.0359h  Δwalltime=0.0063s  timestep= 0s  day=1.91e-06
2023/08/09 16:09:40 iteration 1119  walltime=0.0364h  Δwalltime=0.006s  timestep= 0s  day=2.6e-06
2023/08/09 16:09:42 iteration 1415  walltime= 0.037h  Δwalltime=0.0065s  timestep= 0s  day=3.29e-06
2023/08/09 16:09:44 iteration 1743  walltime=0.0376h  Δwalltime=0.006s  timestep= 0s  day=4.05e-06
2023/08/09 16:09:46 iteration 2064  walltime=0.0381h  Δwalltime=0.006s  timestep= 0s  day=4.8e-06
2023/08/09 16:09:48 iteration 2394  walltime=0.0387h  Δwalltime=0.0059s  timestep= 0s  day=5.56e-06
2023/08/09 16:09:50 iteration 2721  walltime=0.0392h  Δwalltime=0.0059s  timestep= 0s  day=6.32e-06
2023/08/09 16:09:52 iteration 3051  walltime=0.0398h  Δwalltime=0.006s  timestep= 0s  day=7.09e-06
